Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Chca Womans Hospital Lp,HCA Healthcare,20200508,loan,$0 ,"$1,818,921 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chippenham & Johnston-Willis Ho,HCA Healthcare,20200508,loan,$0 ,"$885,891 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chippenham & Johnston-Willis Ho,HCA Healthcare,20200508,loan,$0 ,"$3,237,909 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chippenham & Johnston-Willis Ho,HCA Healthcare,20200508,loan,$0 ,"$79,827,647 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
HCA Houston Tomball,HCA Healthcare,20200618,grant,"$530,539 ",$0 ,Health and Human Services Department,"COVID-19 Claims Reimbursement to Health Care Providers and Facilities for Testing and Treatment of the Uninsured Program ($500,000 and up)",The amount is the total of reimbursements for testing and for treatment.,https://data.cdc.gov/Administrative/Claims-Reimbursement-to-Health-Care-Providers-and-/rksx-33p3/data,,Texas,Tomball,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
HCA Houston West,HCA Healthcare,20200618,grant,"$513,674 ",$0 ,Health and Human Services Department,"COVID-19 Claims Reimbursement to Health Care Providers and Facilities for Testing and Treatment of the Uninsured Program ($500,000 and up)",The amount is the total of reimbursements for testing and for treatment.,https://data.cdc.gov/Administrative/Claims-Reimbursement-to-Health-Care-Providers-and-/rksx-33p3/data,,Texas,Houston,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Hospital At Medical Ci,HCA Healthcare,20200508,loan,$0 ,"$3,385,397 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Hospital At Medical Ci,HCA Healthcare,20200508,loan,$0 ,"$54,235,699 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Arli,HCA Healthcare,20200508,loan,$0 ,"$2,031,748 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Arli,HCA Healthcare,20200508,loan,$0 ,"$28,803,578 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Dent,HCA Healthcare,20200508,loan,$0 ,"$20,636,394 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Las,HCA Healthcare,20200508,loan,$0 ,"$5,147,434 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Lewi,HCA Healthcare,20200508,loan,$0 ,"$2,781,217 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Lewi,HCA Healthcare,20200508,loan,$0 ,"$11,089,706 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Mcki,HCA Healthcare,20200508,loan,$0 ,"$1,958,494 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Mcki,HCA Healthcare,20200508,loan,$0 ,"$2,036,051 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Mcki,HCA Healthcare,20200508,loan,$0 ,"$21,901,638 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Plan,HCA Healthcare,20200508,loan,$0 ,"$3,357,944 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Plan,HCA Healthcare,20200508,loan,$0 ,"$56,188,602 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
"Columbia-Hca John Randolph, Inc",HCA Healthcare,20200508,loan,$0 ,"$9,715,397 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
JFK Medical Center,HCA Healthcare,20200618,grant,"$943,577 ",$0 ,Health and Human Services Department,"COVID-19 Claims Reimbursement to Health Care Providers and Facilities for Testing and Treatment of the Uninsured Program ($500,000 and up)",The amount is the total of reimbursements for testing and for treatment.,https://data.cdc.gov/Administrative/Claims-Reimbursement-to-Health-Care-Providers-and-/rksx-33p3/data,,Florida,Atlantis,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Laboratory Corporation Of America Holdings,Laboratory Corp. of America,20200618,grant,"$853,346 ",$0 ,Health and Human Services Department,"COVID-19 Claims Reimbursement to Health Care Providers and Facilities for Testing and Treatment of the Uninsured Program ($500,000 and up)",The amount is the total of reimbursements for testing and for treatment.,https://data.cdc.gov/Administrative/Claims-Reimbursement-to-Health-Care-Providers-and-/rksx-33p3/data,,Indiana,Muncie,,,,,,0,,publicly traded,LH,North Carolina,USA,healthcare services,diagnostic services,"65,000",0,"$2,823,742 ",24.10%,"$17,385,585 ",$0 ,"$22,000 ","$225,000 ",314 to 1,"$13,138,362 ","$41,834 ",$0 ,yes,no,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1483,laboratory-corp-of-america,laboratory-corp-of-america
"Delray Medical Center, Inc.",Tenet Healthcare,20200508,loan,$0 ,"$950,262 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,THC,Texas,USA,healthcare services,healthcare services,"113,600",0,"$42,488,717 ",-2.40%,"$17,272,256 ","$605,260,000 ","$307,200 ","$120,000 ",452 to 1,"$24,288,660 ","$53,714 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=2572,tenet-healthcare,tenet-healthcare
"Delray Medical Center, Inc.",Tenet Healthcare,20200508,loan,$0 ,"$5,103,832 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,THC,Texas,USA,healthcare services,healthcare services,"113,600",0,"$42,488,717 ",-2.40%,"$17,272,256 ","$605,260,000 ","$307,200 ","$120,000 ",452 to 1,"$24,288,660 ","$53,714 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=2572,tenet-healthcare,tenet-healthcare
"Delray Medical Center, Inc.",Tenet Healthcare,20200508,loan,$0 ,"$53,874,857 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,THC,Texas,USA,healthcare services,healthcare services,"113,600",0,"$42,488,717 ",-2.40%,"$17,272,256 ","$605,260,000 ","$307,200 ","$120,000 ",452 to 1,"$24,288,660 ","$53,714 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=2572,tenet-healthcare,tenet-healthcare
"Desert Regional Medical Center,",Tenet Healthcare,20200508,loan,$0 ,"$38,384,612 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,THC,Texas,USA,healthcare services,healthcare services,"113,600",0,"$42,488,717 ",-2.40%,"$17,272,256 ","$605,260,000 ","$307,200 ","$120,000 ",452 to 1,"$24,288,660 ","$53,714 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=2572,tenet-healthcare,tenet-healthcare
North Suburban Medical Center,HCA Healthcare,20200618,grant,"$1,368,449 ",$0 ,Health and Human Services Department,"COVID-19 Claims Reimbursement to Health Care Providers and Facilities for Testing and Treatment of the Uninsured Program ($500,000 and up)",The amount is the total of reimbursements for testing and for treatment.,https://data.cdc.gov/Administrative/Claims-Reimbursement-to-Health-Care-Providers-and-/rksx-33p3/data,,Colorado,Denver,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Doctors Hospital Of Augusta LLC,HCA Healthcare,20200508,loan,$0 ,"$2,838,392 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
