NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
336360,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,Motor Vehicle Seating and Interior Trim Manufacturing,Motor Vehicle Seating and Interior Trim Manufacturing
336370,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,Motor Vehicle Metal Stamping,Motor Vehicle Metal Stamping
336390,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing
336411,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Aircraft Manufacturing
336412,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Aircraft Engine and Engine Parts Manufacturing
336413,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Other Aircraft Parts and Auxiliary Equipment Manufacturing
336414,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Guided Missile and Space Vehicle Manufacturing
336415,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
336419,Manufacturing,Transportation Equipment Manufacturing,Aerospace Product and Parts Manufacturing,Aerospace Product and Parts Manufacturing,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
336510,Manufacturing,Transportation Equipment Manufacturing,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Manufacturing,Railroad Rolling Stock Manufacturing
336611,Manufacturing,Transportation Equipment Manufacturing,Ship and Boat Building,Ship and Boat Building,Ship Building and Repairing
336612,Manufacturing,Transportation Equipment Manufacturing,Ship and Boat Building,Ship and Boat Building,Boat Building
336991,Manufacturing,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,"Motorcycle, Bicycle, and Parts Manufacturing"
336992,Manufacturing,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
336999,Manufacturing,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,All Other Transportation Equipment Manufacturing
337110,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Wood Kitchen Cabinet and Countertop Manufacturing,Wood Kitchen Cabinet and Countertop Manufacturing
337121,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture Manufacturing,Upholstered Household Furniture Manufacturing
337122,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture Manufacturing,Nonupholstered Wood Household Furniture Manufacturing
337124,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture Manufacturing,Metal Household Furniture Manufacturing
337125,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture Manufacturing,Household Furniture (except Wood and Metal) Manufacturing
337127,Manufacturing,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture Manufacturing,Institutional Furniture Manufacturing
337211,Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing,Office Furniture (including Fixtures) Manufacturing,Wood Office Furniture Manufacturing
337212,Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing,Office Furniture (including Fixtures) Manufacturing,Custom Architectural Woodwork and Millwork Manufacturing
337214,Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing,Office Furniture (including Fixtures) Manufacturing,Office Furniture (except Wood) Manufacturing
337215,Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing,Office Furniture (including Fixtures) Manufacturing,"Showcase, Partition, Shelving, and Locker Manufacturing"
337910,Manufacturing,Furniture and Related Product Manufacturing,Other Furniture Related Product Manufacturing,Mattress Manufacturing,Mattress Manufacturing
337920,Manufacturing,Furniture and Related Product Manufacturing,Other Furniture Related Product Manufacturing,Blind and Shade Manufacturing,Blind and Shade Manufacturing
339112,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,Medical Equipment and Supplies Manufacturing,Surgical and Medical Instrument Manufacturing
339113,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,Medical Equipment and Supplies Manufacturing,Surgical Appliance and Supplies Manufacturing
339114,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,Medical Equipment and Supplies Manufacturing,Dental Equipment and Supplies Manufacturing
339115,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,Medical Equipment and Supplies Manufacturing,Ophthalmic Goods Manufacturing
339116,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,Medical Equipment and Supplies Manufacturing,Dental Laboratories
339910,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Jewelry and Silverware Manufacturing,Jewelry and Silverware Manufacturing
339920,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Sporting and Athletic Goods Manufacturing,Sporting and Athletic Goods Manufacturing
339930,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing","Doll, Toy, and Game Manufacturing"
339940,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing,Office Supplies (except Paper) Manufacturing
339950,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Sign Manufacturing,Sign Manufacturing
339991,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,"Gasket, Packing, and Sealing Device Manufacturing"
339992,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,Musical Instrument Manufacturing
339993,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,"Fastener, Button, Needle, and Pin Manufacturing"
339994,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,"Broom, Brush, and Mop Manufacturing"
339995,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,Burial Casket Manufacturing
339999,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
423110,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers
423120,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers
423130,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Tire and Tube Merchant Wholesalers,Tire and Tube Merchant Wholesalers
423140,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers
423210,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Furniture and Home Furnishing Merchant Wholesalers,Furniture Merchant Wholesalers,Furniture Merchant Wholesalers
423220,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Furniture and Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers
423310,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Lumber and Other Construction Materials Merchant Wholesalers,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
423320,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Lumber and Other Construction Materials Merchant Wholesalers,"Brick, Stone, and Related Construction Material Merchant Wholesalers","Brick, Stone, and Related Construction Material Merchant Wholesalers"
423330,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Lumber and Other Construction Materials Merchant Wholesalers,"Roofing, Siding, and Insulation Material Merchant Wholesalers","Roofing, Siding, and Insulation Material Merchant Wholesalers"
423390,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Lumber and Other Construction Materials Merchant Wholesalers,Other Construction Material Merchant Wholesalers,Other Construction Material Merchant Wholesalers
423410,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Photographic Equipment and Supplies Merchant Wholesalers,Photographic Equipment and Supplies Merchant Wholesalers
423420,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Office Equipment Merchant Wholesalers,Office Equipment Merchant Wholesalers
423430,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
423440,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers
423450,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
423460,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers
423490,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers,Other Professional Equipment and Supplies Merchant Wholesalers,Other Professional Equipment and Supplies Merchant Wholesalers
423510,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Metal and Mineral (except Petroleum) Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers
423520,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Metal and Mineral (except Petroleum) Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers
423610,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
